content_id,name,rarity,element,role,slot,dmg_min,dmg_max,dmg_ignited,text,text_ignited
589618,大力无双哈索尔,5星,光,攻击型,tap,350,855,855,对目标造成449（105%）（3399（155.6%））伤害1次伤害加成：1名暗属性敌人350（855）伤害量,对目标造成3509（160.6%）伤害1次 伤害加成：1名暗属性敌人350（855）伤害量
589618,大力无双哈索尔,5星,光,攻击型,slide,967,3005,3205,对1名暗属性敌人优先造成967（3005）伤害3次，仅限于攻击目标无视防御伤害：对攻击对象680（1496）伤害量依据每个增益造成加成伤害：1名暗属性敌人（5人巨型Boss）500（1053）伤害量,对1名暗属性敌人优先造成3205伤害4次，仅限于攻击目标 无视防御伤害：对攻击对象1516伤害量 依据每个增益造成加成伤害：1名暗属性敌人（5人巨型Boss）1103伤害量
589618,大力无双哈索尔,5星,光,攻击型,drive,2772,8797,9457,对4名敌人（低HP）造成2772（8797）伤害1次双刃剑：对自身+80%20秒内,对4名敌人（低HP）造成9457伤害1次 双刃剑：对自身+95%2回合内
589618,大力无双哈索尔,5星,光,攻击型,leader,15,15,,攻击力：永远套用所有光属性盟友+15%冷却时间减少：永远套用所有光属性盟友（5人巨型Boss）-1秒,
582289,服从的钵里,5星,光,辅助型,auto,101,689,,对目标造成101（689）自动攻击伤害,
582289,服从的钵里,5星,光,辅助型,tap,398,2567,2592,造成398（2567）伤害，有70%（90.1%）的几率无效2名盟友（最低HP）的眩晕或重击，持续8秒,造成2592伤害，有90.1%的几率无效2名盟友（最低HP）的眩晕或重击，持续10秒
582289,服从的钵里,5星,光,辅助型,slide,734,4032,4132,对随机2名敌人造成734（4032）伤害，赋予3名光属性盟友回避率+20%（+51.8%），持续16秒，及赋予两名光属性盟友减益无效（16秒后或是受到一次减益攻击后取消）,对随机2名敌人造成4132伤害，赋予3名光属性盟友回避率+56.8%，持续16秒，及减益无效（16秒后或是受到一次减益攻击后取消）
582289,服从的钵里,5星,光,辅助型,drive,1890,6894,7224,对随机3名敌人造成1890（6894）伤害，赋予3名光属性盟友回避率及敏捷度+45%，持续16秒,对随机3名敌人造成7224伤害，赋予3名光属性盟友回避率及敏捷度+55%，持续16秒
582289,服从的钵里,5星,光,辅助型,leader,18,18,,光属性的盟友的回避率+18%,
580147,偶像阿克拉西亚,5星,光,防御型,auto,93,647,,对目标造成93(647）自动攻击伤害,
580147,偶像阿克拉西亚,5星,光,防御型,tap,333,2242,2267,造成333（2242）伤害，2名盟友（最低HP）防御力+50%(+66.6%)，持续12秒,造成2267伤害，3名盟友（最低HP）防御力+66.6%，持续14秒
580147,偶像阿克拉西亚,5星,光,防御型,slide,651,3659,3759,对随机两名敌人造成651(3659)伤害，赋予3名盟友（优先：攻击性）光之盾（目标防御力+35%(+51.6%)并在受到攻击时对攻击者造成失明，持续8秒。减少攻击命中率45%(67.8%) ），持续14秒，并在PvP中对3名光属性盟友造成回避率+20%(+51.8%)，持续14秒,对随机2名敌人造成3759伤害，赋予3名盟友（优先：攻击型）光之盾（目标防御力+56.6%并在受到攻击时对攻击者造成失明，持续8秒。减少攻击命中率67.8%），持续14秒，并在PvP中对3名盟友造成回避率+56.89%，持续14秒
580147,偶像阿克拉西亚,5星,光,防御型,drive,1631,5662,5992,对随机两名敌人造成1631(5662)伤害，赋予3名盟友（优先：最低HP）光之盾（目标防御力+45%并在受到攻击时对攻击者造成失明，持续8秒。减少攻击命中率70%），持续16秒，且防御力+35%,对随机2名敌人造成5992伤害，赋予3名盟友（优先：最低HP）光之盾（目标防御力+ 50%并在受到攻击时对攻击者造成失明，持续8秒。减少攻击命中率70%），持续16秒，且防御力+40%
580147,偶像阿克拉西亚,5星,光,防御型,leader,20,20,,全体盟友的防御力+20%,
577973,黑兔奥弗伊斯,5星,光,干扰型,auto,103,699,,对目标造成103（699）自动攻击伤害（自动）,
577973,黑兔奥弗伊斯,5星,光,干扰型,tap,409,2640,2665,对随机1名敌人造成409（2640）伤害，并在20人巨型Boss中，赋予自身减益命中率+15%（35.1%），持续16秒，和有70%（90.1%）的机率对暗属性敌人造成时间窜改（移除目标所有时间系增益，并减少Skill量表充能速度40%），持续8秒。,对随机1名敌人造成2665伤害，并在20人巨型Boss中，赋予自身减益命中率+40.1%，持续2回合，和有95.1%的机率对暗属性敌人造成时间窜改（移除目标所有时间系增益，并减少Skill量表充能速度40%），持续12秒。
577973,黑兔奥弗伊斯,5星,光,干扰型,slide,703,4076,4176,对2名敌人（优先：暗属性）造成703（4076）伤害，并对暗属性敌人造成减益回避率-20%（35.9%），持续14秒。在20人巨型Boss中，对暗属性敌人造成Slide Skill防御力-35%（66.8%），持续14秒。,对2名敌人（优先：暗属性）造成4176伤害，并对暗属性敌人造成减益回避率-40.9%和减益持续时间+58.6%，持续14秒。在20人巨型Boss中，对暗属性敌人造成Slide Skill防御力-81.8%，持续14秒。
577973,黑兔奥弗伊斯,5星,光,干扰型,drive,2099,7391,7721,对3名敌人（最低HP）造成2099（7391）伤害，在20人巨型Boss中，暗属性敌人Skill防御力-40%，持续2回合。,对3名敌人（最低HP）造成7721伤害，在20人巨型Boss中，暗属性敌人Skill防御力-50%，持续2回合。
577973,黑兔奥弗伊斯,5星,光,干扰型,leader,15,15,,暗属性敌人Slide Skill防御力-15%（在20人巨型Boss中，暗属性敌人Skill防御力-15%）,
171907,异能人钱德拉,5星,光,辅助型,auto,101,687,,对目标造成101（687）自动攻击伤害,
171907,异能人钱德拉,5星,光,辅助型,tap,396,2555,2580,造成396（2555）伤害，有60（85.6）%的机率为2名有着时间系减益的盟友移除1个时间系减益,造成2580伤害，有90.6%的机率为3名有着时间系减益的盟友移除1个时间系减益
171907,异能人钱德拉,5星,光,辅助型,slide,732,4021,4121,对随机2名敌人造成732（4021）伤害，赋予5名光届性盟友（最高攻击力）skill伤害+35（100）%，持续16秒。对象为世界王时，5名有着减益的盟友，skill冷却时间-2秒，持续16秒,对随机2名敌人造成4121伤害，赋予5名光届性盟友（最高攻击力）skill伤害+125%，持续2回合。对象为世界王时，5名有着减益的盟友，skill冷却时间-2秒，持续2回合
171907,异能人钱德拉,5星,光,辅助型,drive,1885,6866,7196,对随机3名敌人造成1885（6866）伤害，赋予3名光属性盟友（最高攻击力）攻击力+70%，持续20秒。对象为世界王时，有90%机率赋予全体盟友时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%），持续20秒,对随机3名敌人造成7196伤害，赋予3名光属性盟友（最高攻击力）攻击力+70%，持续2回合。对象为世界王时，有90%机率赋予全体盟友时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%），持续2回合
171907,异能人钱德拉,5星,光,辅助型,leader,18,18,,光属性盟友的skill伤害+18%（对象为世界王时，光属性盟友的skill伤害+20%）,
168976,米莉雅,5星,光,辅助型,auto,102,690,,对目标造成102（690）自动攻击伤害,
168976,米莉雅,5星,光,辅助型,tap,400,2577,2602,对目标造成400（2577）伤害，有60（90.4）%的机率充满随机1名盟友的Skill量表,对目标造成2602伤害，有90.4%的机率充满自身以外2名盟友（正在充能skill）的Skill量表
168976,米莉雅,5星,光,辅助型,slide,737,4047,4147,对2名随机敌人造成737（4047）伤害，并赋予3名盟友（最低攻击力）skill量表充能速度+50（80.4）%，持续16秒，赋予3名光属性盟友（最低HP）减益回避率+15（45.5）%，持续16秒，在PVP中赋予3名光属性盟友（最低HP）回避率+30（46.6）%，持续16秒,对2名随机敌人造成4147伤害，并赋予3名盟友（最低攻击力）skill量表充能速度+80.4%，持续2回合，赋予4名光属性盟友（最低HP）减益回避率+50.5%，持续2回合，在PVP中赋予4名光属性盟友（最低HP）回避率+51.6%，持续2回合
168976,米莉雅,5星,光,辅助型,drive,1901,6952,7282,对随机3名敌人造成1901（6952）伤害，并赋予5名光属性盟友（最低HP）无效化（14秒后或是受到1次减益攻击后取消），有100%的机率立即重置冷却时间,对随机3名敌人造成7282伤害，并赋予5名光属性盟友（最低HP）无效化（14秒后或是受到2次减益攻击后取消），有100%的机率立即重置冷却时间
168976,米莉雅,5星,光,辅助型,leader,18,18,,光属性盟友减益回避率+18%（在PvP中，光属性盟友諴益回避率+12%）,
167084,古弦乐师自请妃,5星,光,辅助型,auto,101,687,,对目标造成101（687）自动攻击伤害,
167084,古弦乐师自请妃,5星,光,辅助型,tap,396,2555,2580,造成396（2555）伤害，有60（85）%的机率结束1名盟友（最高攻击力）的冷却时间,造成2580伤害，有90%的机率结束2名盟友（最高攻击力）的冷却时间
167084,古弦乐师自请妃,5星,光,辅助型,slide,733,4024,4124,对2名敌人（最低HP）造成733（4024）伤害，赋予3名光属性盟友（最高攻击力）Skill量表充能量+45（83）%及Skill冷却时间-2秒，持续2回合,对2名敌人（最低HP）造成4124伤害，赋予3名光属性盟友（最高攻击力）Skill量表充能量+88%及Skill冷却时间-2秒，持续2回合。PVP中，减益回避率+55.5%
167084,古弦乐师自请妃,5星,光,辅助型,drive,1887,6874,7204,对3名随机敌人造成1887（6874）伤害，赋予全体光属性盟友狂暴（攻击力+50%且无敌，但效果结束时有100%机率晕昡目标5秒），持续8秒,对3名随机敌人造成7204伤害，赋予全体光属性盟友狂暴（攻击力+50%且无敌，但效果结束时有100%机率晕昡目标5秒），持续10秒
167084,古弦乐师自请妃,5星,光,辅助型,leader,18,18,,光属性盟友的Skill量表充能量+18%（在PVP中，Skill冷却时间- 1秒）,
167075,贤明的塞列欧斯,5星,光,辅助型,auto,102,691,,对目标造成102（691）自动攻击伤害,
167075,贤明的塞列欧斯,5星,光,辅助型,tap,403,2589,2614,造成403（2589）伤害，有75（95.1）%的机率使2名盟友（优先：沉默中）的沉默无效，持续10秒。在副本中，有45（85.2）%的机率赋予1名光属性盟友（最高攻击力）专注（命中率↑与100%暴击），持续16秒,对随机1名敌人造成2614伤害，有95.1%概率赋予（优先：沉默中）我方3名队友10s内沉默无效。5人B0ss战限定：有90.2%概率赋予光属性（优先：攻击力最高）1名队友2回合集中(攻击必定暴击且不会被闪避）
167075,贤明的塞列欧斯,5星,光,辅助型,slide,739,4059,4159,对2名敌人（优先：暗属性）造成739（4059）伤害，赋予3名光属性盟友（最低HP）屏障（在HP受影响前，吸收+1800（2249）所有敌方攻击伤害，无法与减益屏障同时启用），持续16秒，并赋予3名光属性盟友（最高攻击力）Slide Skill伤害+30（55.6）%，持续16秒。在副本中，3名光属性盟友（最高攻击力）有70（90.1）%机率获得觉醒（暴击伤害增加30%，并根据增益数增加Slide Skill伤害），持续16秒,对2名敌人(优先:暗属性)造成4159伤害，赋予光属性(优先:HP最低)的3名队友护盾+2549点，持续16秒。赋予光属性（优先：攻击力最高）的3名队友SlideSkill伤害+80.6%，持续2回合。5人B055战限定：有95.1%概率赋予光属性（优先：攻击力最高）的3名队友2回合觉醒(暴击伤害+30%&根据自身增益数量增加 SlideSkill最终伤害，最大60%)
167075,贤明的塞列欧斯,5星,光,辅助型,drive,1906,6982,7312,对3名敌人（优先：暗属性）造成1906（6982）伤害，有100%的机率无效沉默，持续10秒，并赋予5名光属性盟友屏障（在HP受影响前，吸收+2500所有敌方攻击伤害，无法与减益屏障同时启用），持续20秒,对3名敌人（优先：暗属性）造成7312伤害，赋予5名光属性队友14s内100%沉默无效&20s内护盾+2500点
167075,贤明的塞列欧斯,5星,光,辅助型,leader,20,20,,光属性盟友的暴击伤害+20%（副本中追加+20%）,
162570,急驰的波利亚斯,5星,光,防御型,auto,93,643,,对目标造成93（643）自动攻击伤害,
162570,急驰的波利亚斯,5星,光,防御型,tap,324,2206,2231,造成324（2206）伤害，赋予3名光属性盟友所有Skill伤害防御力+30（44.5）%（在经过12秒或受到3次攻击后移除）,造成2231伤害，赋予3名光属性盟友所有Skill伤害防御力+44.5%（在经过12秒或受到5次攻击后移除）
162570,急驰的波利亚斯,5星,光,防御型,slide,618,3595,3695,造成618（3595）伤害，有56（95）%的机率赋予自身不死（HP不会低于1）与石化之触【有75（97.8）%机率对一名攻击自己的敌人造成石化（10秒内或受到一次攻击前无法行动）】，持续12秒。PvP中，赋予自身挑衅（有90%的机率发动），持续12秒,造成3695伤害，有95%的机率赋予自身不死（HP不会低于1）与石化之触【有97.8%机率对一名攻击自己的敌人造成石化（10秒内或受到一次攻击前无法行动）】，持续14秒。PvP中，赋予自身挑衅（有90%的机率发动），持续14秒
162570,急驰的波利亚斯,5星,光,防御型,drive,1561,5495,5825,对随机3名敌人造成1561（5495）伤害，赋予全体盟友所有skill伤害防力+40%（在经过24秒或受到5次攻击后移除）,对随机3名敌人造成5825伤害，赋予全体盟友所有skill伤害防力+50%（在经过24秒或受到5次攻击后移除）
162570,急驰的波利亚斯,5星,光,防御型,leader,15,15,,光属性盟友Skill伤害防御力+15%（在PvP中，盟友Skill伤害防御力+10%）,
160153,回归的沃丹,5星,光,辅助型,auto,102,690,,对目标造成102（690）自动攻击伤害（自动）,
160153,回归的沃丹,5星,光,辅助型,tap,401,2578,2603,造成401（2578）伤害。在副本中，有60（85）%的机率结束2名冷却中盟友的冷却时间,造成2603伤害。在副本中，有90%的机率结束3名冷却中盟友的冷却时间
160153,回归的沃丹,5星,光,辅助型,slide,749,4057,4157,对随机2名敌人造成749（4057）伤害，赋予3名光属性盟友（最高攻击力）Skill量表充能速度+45（75.4）%及Skill冷却时间-2秒，持续2回合。在副本中，3名光属性盟友（最高攻击力）的Slide Skill最终伤害+75（115.1）%,对随机2名敌人造成4157伤害，赋予3名光属性盟友（最高攻击力）Skill量表充能速度+85.4%及Skill冷却时间-2秒，持续2回合。在副本中，3名光属性盟友（最高攻击力）的Slide Skill最终伤害+130.1%
160153,回归的沃丹,5星,光,辅助型,drive,1924,6970,7300,对随机3名敌人造成1924（6970）伤害，有90%的机率结束3名冷却中盟友的冷却时间。在副本中，有90%的机率充满3名盟友正在充能的Skill量表（自身除外）,对随机3名敌人造成7300伤害，有95%的机率结束3名冷却中盟友的冷却时间。在副本中，有90%的机率充满3名盟友正在充能的Skill量表（自身除外）
160153,回归的沃丹,5星,光,辅助型,leader,20,20,,赋予光属性盟友Skill量表充能速度+20%（在副本中，光属性盟友Skill冷却时间-1秒）,
157043,梦想狗狗拉西,5星,光,攻击型,auto,114,751,,对目标造成114（751）自动攻击伤害（自动）,
157043,梦想狗狗拉西,5星,光,攻击型,tap,502,3062,3122,对1名敌人造成502（3062）伤害（优先：最低HP），有70（92.8）%的机率赋予自身无视反射，持续20秒。PVP中，有55（75）%的机率赋予自身专注（命中率↑与100%暴击率），持续20秒,对2名敌人造成3122伤害（优先：最低HP），有92.8%的机率赋予自身无视反射，持续20秒.PVP中，有85%的机率赋予自身专注（命中率↑与100%暴击率），持续20秒
157043,梦想狗狗拉西,5星,光,攻击型,slide,1037,4705,4905,对2名敌人造成1037（4705）伤害的2连击（优先：最低HP），造成800（1980）魔力伤害（加成伤害，增加暴击和弱点攻击时的伤害）。Pvp中，对增益的敌人造成增益爆发【移除最后施加的增益，并以x 300（701）系数造成基于该效果的伤害】,对3名敌人造成4905伤害的2连击（优先：最低HP），造成2980魔力伤害（加成伤害，增加暴击和弱点攻击时的伤害）。Pvp中，对增益的敌人造成增益爆发（移除最后施加的增益，并以x 801系数造成基于该效果的伤害）
157043,梦想狗狗拉西,5星,光,攻击型,drive,2659,8615,9275,对4名敌人造成2659（8615）伤害（优先：最低HP），对暗属性敌人造成350魔力伤害（加成伤害，增加暴击和弱点攻击时的伤害）,对全体敌人造成9275伤害，对暗属性敌人造成350魔力伤害（加成伤害，增加暴击和弱点攻击时的伤害）
157043,梦想狗狗拉西,5星,光,攻击型,leader,15,15,,赋予光属性盟友drive Skill最终伤害+15%（在PvP中，光属性盟友的Drive量表充能量+15%）,
153058,洛基,5星,光,干扰型,auto,103,696,,对目标造成103（696）自动攻击伤害（自动）,
153058,洛基,5星,光,干扰型,tap,407,2622,2647,对1名敌人（优先：最低HP）造成407（2622）伤害，有70%（95.6%）机率造成禁止回复（特定效果除外），持续12秒,对2名敌人（优先：最低HP）造成2647伤害，有95.6%机率造成禁止回复（特定效果除外），持续14秒
153058,洛基,5星,光,干扰型,slide,723,2898,2948,对随机3名敌人造成723（2898）伤害，造成伤害共振（对最多2名目标为最低HP的敌人造成对目标所造成的13%（33%）伤害），持续12秒，及撕裂（500（800）伤害，对有持续伤害减益的目标造成加成伤害），2次,对全体敌人造成2948伤害，造成伤害共振（对最多2名目标为最低HP的敌人造成对目标所造成的33%伤害），持续12秒，及撕裂（980伤害，对有持续伤害减益的目标造成加成伤害），2次
153058,洛基,5星,光,干扰型,drive,100,100,100,有100%的机率对3名敌人（优先：最低HP）造成禁止回复（特定效果除外），持续18秒，并依目标上的每个减益造成500加成伤害（最多4）,有100%的机率对3名敌人（优先：最低HP）造成禁止回复（特定效果除外），持续18秒，并依目标上的每个减益造成600加成伤害（最多4）
153058,洛基,5星,光,干扰型,leader,18,18,,全体敌人的防御力-18%,
152938,可爱的布拉达曼特,5星,光,干扰型,auto,102,629,,对目标造成102（629）自动攻击伤害(自动),
152938,可爱的布拉达曼特,5星,光,干扰型,tap,400,2590,2615,对1名敌人造成400（2590）伤害(优先: Skill量表充能中)，Skill量表-30%（-61.1%）,对2名敌人造成2615伤害(优先: Skil呈表充能中)，Skill 量表-66.1%
152938,可爱的布拉达曼特,5星,光,干扰型,slide,704,4031,4131,对2名敌人造成704（4031）伤害(优先:防御型)，Sill量表充能量-35%（-55%），持续12秒，及Skill量表-35%（-55%），在PvP中，敌人的防御力-35%（-55%），持续12秒,对3名敌人造成4131伤害(优先:防御型)，Skill量表充能 量-60%，持续12秒，及Skill量表-60%，在PvP中，敌人 的防御力-60%，持续12秒
152938,可爱的布拉达曼特,5星,光,干扰型,drive,2093,7243,7573,对3名敌人(优先:最高防御力)造成2093（7243）伤害，有80%的机率造成睡眠(无法行动且防御力降为0 ;效果会在受到技能攻击时移除(除自动攻击和含有自动攻击的技能))，持续8秒，及感电(650持续伤害，受到攻击时，对1名随机盟友造成20%加成伤害，且有机会降低Skill量表)，持续12秒,对3名敌人(优先:最高防御力)造成7573伤害，有85%的 机率造成睡眠(无法行动且防御力降为0 ;效果会在受到技 能攻击时移除(除自动攻击和含有自动攻击的技能))，持结 8秒，及感电(650持伤害，受到攻击时，对1名随机盟友 造成20%加成伤害，且有机会降低Skill量表)，持续12秒
152938,可爱的布拉达曼特,5星,光,干扰型,leader,18,18,,防御型敌人的Skil量表充能量18%(PvP中追加-10%),
151630,满盈的艾芙,5星,光,治疗型,auto,96,662,,对目标造成96（662）自动攻击伤害,
151630,满盈的艾芙,5星,光,治疗型,tap,342,2347,2347,造成342（2347）伤害，所有光属性盟友的回复量+30（52.1）%，持续20秒,造成2347伤害，所有盟友的回复量+57.1%，持续20秒
151630,满盈的艾芙,5星,光,治疗型,slide,1261,2757,2757,回复全体盟友1261（2757）HP。在PVP中，赋予2名光属性盟友无敌（无视所有攻击和减益效果，14秒后或是受到2次攻击后消失）,回复全体盟友2757HP。赋予2名光属性盟友无敌（无视所有攻击和减益效果，14秒后或是受到3次攻击后消失）
151630,满盈的艾芙,5星,光,治疗型,drive,2253,2883,3,为3名盟友回复2253（2883）HP（优先：最低HP）。在PvP中，3名光属性盟友持续回复322（414）HP，持续16秒,为3名盟友回复2883HP（优先：最低HP）。在PvP中，3名盟友（优先：最低HP）持续回复414HP，持续16秒
151630,满盈的艾芙,5星,光,治疗型,leader,50,50,,自身以外的所有盟友获得起死回生（复活，仅限一次，第一个阵亡的盟友，并回复50%HP）。在PvP中：盟友的回复量+15%,
93897,忠诚的仙娥,5星,光,防御型,auto,93,643,,对目标造成93（643）自动攻击伤害,
93897,忠诚的仙娥,5星,光,防御型,tap,322,2205,2230,造成322（2205）伤害，赋予自身在内最多2名最低HP的盟友（如果自身的HP是最低的，将只赋予自身及1名盟友）屏障（在HP受影响前，吸收+1000（1608）所有敌方攻击伤害，无法与减益屏障同时启用），持续10秒,造成2230伤害，赋予自身在内最多3名最低HP的盟友（如果自身的HP是最低的，将只赋予自身及2名盟友）屏障（在HP受影响前，吸收+1908所有敌方攻击伤害，无法与减益屏障同时启用），持续10秒
93897,忠诚的仙娥,5星,光,防御型,slide,606,3583,3683,造成606（3583）伤害，赋予自身挑衅（有90%的机率发动），持续12秒，且根据光属性盟友数量（最多10名），赋予自身在内最多2名最低HP的盟友（如果自身的HP是最低的，将只赋予自身及1名盟友）防御力增加11（17.2）%，持续12秒,造成3683伤害，赋予自身挑衅（有90%的机率发动），持续12秒，且根据光属性盟友数量（最多10名），赋予自身在内最多3名最低HP的盟友（如果自身的HP是最低的，将只赋予自身及2名盟友）防御力增加20.2%，持续12秒
93897,忠诚的仙娥,5星,光,防御型,drive,1534,5457,5787,对随机2名敌人造成1534（5457）伤害，赋予自身挑衅（有98%的机率发动），持16秒，5名光属性盟友防御力+50%，持续20秒,对随机2名敌人造成5787伤害，赋予自身挑衅（有98%的机率发动），持16秒，随机5名属性盟友防御力+50%，持续20秒
93897,忠诚的仙娥,5星,光,防御型,leader,20,20,,光属性队友的防御力+20%,
91784,开战娜塔莉丝,5星,光,干扰型,auto,103,694,,对目标造成103（694）自动攻击伤害,
91784,开战娜塔莉丝,5星,光,干扰型,tap,405,2609,2634,对随机2名敌人造成405（2609）伤害，有75（80.5）%的机率移除1个增益在PvP中，对随机2名敌人造成增益吸取【每吸取目标1个增益，盟友drive量表增加+50（63）】,对随机2名敌人（优先：最高攻击力）造成2634伤害，有80.5%的机率移除1个增益。在PvP中，对2名敌人（最高攻击力）造成增益吸取（每吸取目标1个增益，盟友drive量表增加+83）
91784,开战娜塔莉丝,5星,光,干扰型,slide,721,4066,4166,对2名敌人（优先：最低HP）造成721（4066）伤害，造成保护增益爆发【移除最后施加的保护增益，并以x300（701）的系数造成基于该效果的伤害】，并有60（80.7）%的机率造成重击（晕眩且Skill伤害防御力-15%），持续5秒。在PvP中，对2名敌人（最低HP）造成乱舞之刃效果【防御力下降20%，且每2秒造成250（706）持续伤害】，持续14秒,对3名敌人（优先：最低HP）造成4166伤害，造成保护增益爆发（移除最后施加的保护增益，并以x701的系数造成基于该效果的伤害），并有80.7%的机率造成重击（晕眩且Skill伤害防御力-15%），持续6秒。 在PvP中，对3名敌人（最低HP）造成乱舞之刃效果(防御力下降20%，且每2秒造成706持续伤害)，持续14秒
91784,开战娜塔莉丝,5星,光,干扰型,drive,2133,7351,7681,对3名敌人（优先：最低HP）造成2133（7351）伤害，对敌人（优先：有增益）造成增益爆发（移除最后施加的增益，并以x650系数造成基于该效果的伤害），并有80%的机率造成诱惑（目标增益效果无效，除特定移除技能外无法移除），持续16秒,对3名敌人（优先：最低HP）造成7681伤害，对敌人（优先：有增益）造成增益爆发（移除最后施加的增益，并以x650系数造成基于该效果的伤害），并有80%的机率造成诱惑（目标增益效果无效，除特定移除技能外无法移除），持续16秒
91784,开战娜塔莉丝,5星,光,干扰型,leader,,,,在PVP忠，讲敌方队长增益无效化,
90645,逆转提泰妮亚,5星,光,攻击型,auto,114,753,,对目标造成114（753）自动攻击伤害,
90645,逆转提泰妮亚,5星,光,攻击型,tap,508,3081,3141,对1名敌人（优先：暗属性）造成508（3081）伤害，对暗属性敌人造成430（935）加成伤害。在副本中，对敌人造成1200（2098）无视防御伤害,对1名敌人（优先：暗属性）造成3141伤害，对暗属性敌人造成1235加成伤害。在副本中，对敌人造成2098无视防御伤害
90645,逆转提泰妮亚,5星,光,攻击型,slide,1065,4746,4946,对2名敌人（优先∶辅助型）造成1065（4746）伤害的2连击，对辅助型敌人造成480（1296）无视防御伤害，及对暗属性敌人造成650（1106）加成伤害,对3名敌人（优先∶辅助型）造成4946伤害的2连击，对辅助型敌人造成1296无视防御伤害，及对暗属性敌人造成1256加成伤害
90645,逆转提泰妮亚,5星,光,攻击型,drive,1,1,1,对随机1名敌人造成3674/20639(290%）伤害，赋予自身+80% TS最终伤害，持续20秒,对随机1名敌人造成22062(310%)伤害，赋予自身+90% TS最终伤害，持续20秒
90645,逆转提泰妮亚,5星,光,攻击型,leader,18,18,,光属性盟友的skill最终伤害+18%（在副本中：光属性盟友的Skill最终伤害+20%）,
82897,主人朱诺,5星,光,干扰型,auto,102,692,,对目标造成102（692）自动攻击伤害,
82897,主人朱诺,5星,光,干扰型,tap,399,2589,2614,对1名敌人(优先∶受感电)造成399（2589）伤害的2连击，Skill量表充能量-20（42.1）%，持续10秒,对1名敌人(优先∶受感电)造成2614伤害的2连击，Skill量表充能量-47.1%，持续12秒
