content_id,avatar_file,avatar_url,name,element,rarity,tap,slide,drive,leader,lv1,lv70
591539,avatars/591539.png,https://cdnimg.gamekee.com/wiki2.0/images/w_122/h_122/202/236746/2023/4/27/413146.png,匆忙的奥弗伊斯,暗,史诗,屏障反制：2名敌人（有屏障）+55%,保护增益爆发：3名敌人（有保护增益）400伤害量,,,,LV70
589624,avatars/589624.png,https://cdnimg.gamekee.com/wiki2.0/images/w_122/h_122/202/236746/2023/3/26/977733.png,仲夏秋牡丹,水,史诗,2名队友（低HP优先，屏障除外）+350HP,,,Skill量表充能量+7.5%，永远套用所有水属性队友,,LV70
589625,avatars/589625.png,https://cdnimg.gamekee.com/wiki2.0/images/w_122/h_122/202/236746/2023/3/26/558269.png,引人注目的艾修,水,史诗,10秒内，1名水属性盟友+1300屏障16秒内3次，1名水属性盟友的skill防御力+15%,,,,,LV70
589626,avatars/589626.png,https://cdnimg.gamekee.com/wiki2.0/images/w_122/h_122/202/236746/2023/3/26/888247.png,神枪手希尔德,光,史诗,有40%概率自身获得远距离攻击（无视敌人的挑衅、反射）,,,SS技能伤害+7.5%，永远套用所有光属性盟友,,LV70
589628,avatars/589628.png,https://cdnimg.gamekee.com/wiki2.0/images/w_122/h_122/202/236746/2023/3/26/651265.png,古弦乐师自请妃,光,传奇,,,赋予全体光属性盟友狂暴（攻击力+40%且无敌，但效果结束时有100%机率晕昡目标5秒），持续20秒,skill充能量+7.5%，永远套用所有光属性队友,,LV70
169269,avatars/169269.png,https://cdnimg.gamekee.com/wiki2.0/images/w_122/h_122/202/43637/2022/9/14/527845.png,渴望的维尔德,火,史诗,,有45%的机率对2名敌人(流血中)造成擦伤(增加流血持续伤害和持续时间)，持续12秒,2名盟友(高攻击力)的Skill量表+ 15%,,,LV70
169271,avatars/169271.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/659856.png,净火的狄蜜特,火,史诗,对攻击目标中的木属性敌人造成250加成伤害,对攻击目标中的2名敌人(低HP)造成猛毒(70持续伤害。 回复、持续回复-50%，无法缩短或延长减益)，持续12秒,,,,LV70
169272,avatars/169272.png,https://cdnimg.gamekee.com/wiki2.0/images/w_248/h_250/202/63428/2022/9/17/706445.png,转世的柳道士,木,史诗,,2名盟友(低HP)防御力+25%，持续16秒,为全体盟友回复+ 1200HP,,,LV70
169273,avatars/169273.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/419357.png,祈祷的钵里,水,史诗,启动机率: 75%有100%的机率对攻击目标造成禁止回复(吸血/HP吸取除外)，持续8秒,对攻击目标中的2名敌人(受增益)造成烙印(每4秒造成70持续伤害，并根据目标增益数造成加成伤害， 最多6个增益)，持续20秒,,,,LV70
169275,avatars/169275.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/989063.png,虚幻的迪朗达尔,暗,史诗,1名盟友(高攻击力)暴击率+20%， 持续10秒,2名暗属性盟友(高攻击力)的Slide Skill伤害+30%，持续16秒,,,,LV70
169276,avatars/169276.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/724056.png,沙漠的荷鲁斯,光,史诗,攻击目标中1名随机敌人的攻击力-15%，持续8秒,,,全体敌人的攻击力-7.5%,,LV70
169277,avatars/169277.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/816061.png,欺瞒的坎普斯,木,史诗,,,对攻击目标中的3名随机敌人造成炸弹(在6秒后造成1500伤害)，持续6秒,木属性盟友的Slide Skill最终伤害+7.5%,,LV70
169278,avatars/169278.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/435202.png,和谐的梅芙,火,史诗,,对攻击目标中的木属性敌人造成400加成伤害,,火属性盟友的Tap Skill最终伤害+7.5%,,LV70
169279,avatars/169279.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/271538.png,情报员布朗尼,木,史诗,,2名木属性盟友减益持续时间-15%，持续16秒,,木属性盟友的Skill量表充能速度+7.5%,,LV70
169280,avatars/169280.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/852273.png,正义的玛弗德特,光,史诗,,有100%的机率对攻击目标中的3名随机敌人造成禁止回复(吸血/HP吸取除外)， 持续12秒,,光属性盟友的Skill伤害+7.5%,,LV70
169281,avatars/169281.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/859652.png,冰刃尤弥尔,水,史诗,自身所有Skill伤害防御力+15%，持续8秒,赋予自身不死(HP不会低于1)，持续10秒,,,,LV70
169282,avatars/169282.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/251671.png,月光狼人,暗,史诗,有40%的机率赋予2名攻击型阍属性盟友觉醒(暴击伤害增加30%，并根据自身增益数增加Slide Skill伤害)，持续10秒,,,暗属性盟友的攻击力+7.5%,,LV70
169284,avatars/169284.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/168921.png,沉着的迈达斯,木,史诗,,攻击目标中2名敌人(低防御力)的弱点防御-20%，持续12秒,,全体敌人的弱点防御-7.5%,,LV70
169285,avatars/169285.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/370057.png,魔方摩亚,光,史诗,,有40%的机率对攻击目标中的2名敌人(高攻击力)造成石化(16秒内无法行动，除非受到2次攻击)，持续16秒,有40%的机率对攻击目标中的2名随机敌人造成石化(20秒内无法行动，除非受到3次攻击),,,LV70
169286,avatars/169286.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/221739.png,蓝暗影奥尔加,水,史诗,攻击目标中1名随机敌人的Skill量表充能速度-20%，持续8秒,有40%的机率对攻击目标中的随机2名敌人造成沉默(无法使用技能，并重设Skill量表)，持续4秒,,,,LV70
169287,avatars/169287.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/991662.png,恶棍亚巴顿,木,史诗,对攻击目标中的水属性敌人造成250加成伤害,将300吸收为自身的HP,,,,LV70
169288,avatars/169288.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/986704.png,沸腾的黑帝斯,火,史诗,赋予自身屏障+1300(在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用)，持续10秒,赋予自身反射(反射10%受到的伤害)，持续16秒,,,,LV70
169290,avatars/169290.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/171571.png,白翼的迪亚布罗,光,史诗,,赋予自身激怒(最多累积200%所受伤害，并一次回击)， 持续1阶段,,全体盟友的所有Skill伤害防御力+7.5%,,LV70
169292,avatars/169292.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/535541.png,西方的欧洛拉,火,史诗,,为2名盟友(低HP)回复+1200HP,5名盟友(低HP)持续回复+ 130HP(每2秒1次)，持续16秒,,,LV70
169293,avatars/169293.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/957903.png,传教的黛娜,光,史诗,赋予自身无效化，持续3秒,对4名随机盟友赋予屏障+ 1300(在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用)，持续16秒,,,,LV70
169295,avatars/169295.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/434523.png,守卫雷德克洛斯,暗,史诗,,对2名暗属性盟友赋予反射(反射10%受到的伤害)，持续16秒,,全体盟友的所有Skill伤害防御力+7.5%,,LV70
169297,avatars/169297.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/340159.png,A.I,暗,史诗,赋予自身挑衅(有75%的机率发动)，持续8秒,3名随机盟友防御力+25%，持续16秒,,,,LV70
169302,avatars/169302.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/880444.png,小小的迪娜希,火,史诗,赋予2名火属性盟友屏障+ 1300(在HP受影响前，吸收所有敌方攻击伤害， 无法与减益屏障同时启用)，持续10秒,3名火属性盟友获得40%双刃剑(增加攻击力， 降低防御力)，持续16秒,,,,LV70
169305,avatars/169305.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/232344.png,做梦的那伊阿得斯,水,史诗,2名盟友(高攻击力)的Skill量表充能速度+40%，持续10秒,发动几率: 75%3名水属性盟友的Skill冷却时间-1秒，持续2回合,,,,LV70
169307,avatars/169307.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/391352.png,独裁的伊莉莎白,暗,史诗,,,对4名随机敌人造成流血(每2秒造成70持续伤害)，持续18秒,暗属性盟友的Slide Slill伤害+7.5%,,LV70
169309,avatars/169309.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/267372.png,冒险家艾波娜,木,史诗,1名盟友(高攻击力)减益回避率+15%，持续10秒,,,木属性盟友的防御力+7.5%,,LV70
169310,avatars/169310.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/577510.png,优柔寡断的鲁萨尔卡,水,史诗,,2名盟友(低HP)持续回复+130HP(每2秒1次)，持续12秒,发动几率: 75%赋予2名盟友(低HP)不死(HP不会低于1)，持续16秒,,,LV70
169314,avatars/169314.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/830548.png,野生的芭丝黛特,光,史诗,对攻击目标中的暗属性敌人造成250加成伤害,对攻击目标中的2名随机敌人造成失明(减少攻击命中率20%)，持续12秒,,,,LV70
169316,avatars/169316.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/660826.png,天真的绪林克斯,木,史诗,,发动几率:75%1名盟友(低HP)获得忍耐(16秒后或是受到4次物理攻击后移除)，持续16秒,2名盟友(低HP)持续回复+130HP(每2秒1次)， 持续16秒,,,LV70
169317,avatars/169317.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/571888.png,未知的桑纳托斯人偶,水,史诗,对2名敌人(高攻击力)造成中毒(每当目标行动时，造成400伤害，并在受到伤害时附加加成伤害)，持续3回合,LV1,LV1,水属性盟友的Drive Skill伤害+7.5%,,LV70
169318,avatars/169318.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/850085.png,无名的赛莲,木,史诗,自身获得吸血(攻击时回复300HP)，持续10秒,对攻击目标造成400加成伤害,,,,LV70
169319,avatars/169319.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/811839.png,驱魔师尼尔提,光,史诗,,有40%的机率对攻击目标中的1名随机敌人造成混乱，持续10秒,攻击目标中1名随机敌人的Drive量表-3.5%,,,LV70
169320,avatars/169320.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/310058.png,兰菲,暗,史诗,,攻击目标中1名随机敌人的Drive量表-3.5%,,全体敌人的攻击力-7.5%,,LV70
169321,avatars/169321.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/193526.png,迟疑的梅提斯,暗,史诗,,发动机率: 75%对1名盟友(低HP)赋予不死(HP不会低于1)，持续10秒,,对全体攻击型盟友赋予狂暴(攻击力+40%和无敌。效果结束时一律对目标造成5秒晕眩)，持续20秒,,LV70
169322,avatars/169322.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/693581.png,黑炎的赫斯提亚,火,史诗,,对攻击目标中的2名敌人(低HP)造成流血(每2秒70持续伤害)， 持续14秒,,火属性盟友的Drive Skill最终伤害+7.5%,,LV70
169324,avatars/169324.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/148505.png,歌唱的亚莉亚,光,史诗,赋予1名盟友(低HP)屏障+ 1300(在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用)，持续10秒,自身Drive量表+ 7%HP,,,,LV70
169325,avatars/169325.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/317289.png,无目标的潘迪恩,暗,史诗,1名攻击型盟友暴击率+20%，持续10秒,1名盟友(高攻击力)暴击最终伤害+30%，持续16秒,,,,LV70
169326,avatars/169326.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/865199.png,自负的赫拉,木,史诗,2名盟友(低HP)中毒伤害防御力20%， 持续10秒,3名盟友(低HP)获得所有Skill伤害防御力+ 15%(16秒后或是受到4次攻击后移除)，持续16秒,,,,LV70
169342,avatars/169342.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/352774.png,浪费家荷米斯,火,史诗,1名攻击型盟友攻击力+25%，持续10秒,,,火属性盟友的攻击力+7.5%,,LV70
169344,avatars/169344.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/371720.png,疾走的玛尔斯,水,史诗,将300吸收为自身的HP,赋予全体盟友屏障+1300(在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用)，持续16秒,,,,LV70
169197,avatars/169197.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/100580.png,沉默的红鼻子,木,稀有,,有45%的机会移除2名木属性盟友（减益状态）的1个减益,,,,LV70
169199,avatars/169199.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/747269.png,沉默的妖精,火,稀有,,,,火属性盟友的最大HP+700,,LV70
169200,avatars/169200.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/416697.png,守卫安卡,木,稀有,,,攻击目标的Drive量表-3%,,,LV70
169202,avatars/169202.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/305768.png,旁观者奥德修斯,木,稀有,2名盟友（低HP）回避率+12.5%，持续10秒,,,,,LV70
169203,avatars/169203.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/323856.png,拦网崔斯坦,木,稀有,,,,木属性盟友的 Slide Skill 最终伤害+5%,,LV70
169204,avatars/169204.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/12266.png,敬爱皮耶塔丝,暗,稀有,,对攻击目标中的光属性敌人造成350加成伤害,,,,LV70
169205,avatars/169205.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/817028.png,做梦的未知者,暗,稀有,2名暗属性盟友减益回避率+12.5%，持续10秒,,,,,LV70
169207,avatars/169207.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/664439.png,唱歌的芭丝特,光,稀有,2名光属性盟友弱点攻击防御力+12.5%，持续10秒,,,,,LV70
169208,avatars/169208.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/838872.png,暗夜祭泰风,暗,稀有,,,赋予2名暗属性盟友屏障+1150（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续20秒,,,LV70
169210,avatars/169210.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/328967.png,一触即发的达奴,水,稀有,对攻击目标中的火属性敌人造成225加成伤害,,,,,LV70
169211,avatars/169211.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/896242.png,斗志高昂的海克力士,光,稀有,,赋予自身挑衅（有70%的机率发动），持续12秒,,,,LV70
169212,avatars/169212.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/481288.png,电光阿尔戈斯,水,稀有,,,攻击目标中2名随机敌人的 Skill 量表充能量-17.5%，持续16秒,,,LV70
169213,avatars/169213.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/884788.png,幻想的达芙妮,火,稀有,,为2名盟友（低HP）回复+1050HP,,,,LV70
169214,avatars/169214.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/905954.png,虚假的海翠克,木,稀有,,,赋予全体木属性盟友吸血（攻击时回复500HP），持续20秒,,,LV70
169215,avatars/169215.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/210266.png,不请自来的鲁道夫,火,稀有,,有35%的机率赋予自身攻守互换（攻击力和防御力数值互换），持续12秒,,,,LV70
169216,avatars/169216.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/487105.png,恍惚的艾德拉多,火,稀有,赋予自身挑衅（有70%的机率发动），持续8秒,,,,,LV70
169217,avatars/169217.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/997283.png,异界的梅林,光,稀有,,,,光属性盟友的减益回避率+5%,,LV70
169218,avatars/169218.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/880378.png,沉默的厄洛斯,暗,稀有,,,为2名盟友（低HP）回复+1050HP,,,LV70
169219,avatars/169219.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/563369.png,小公主希栢利,暗,稀有,自身获得吸血（攻击时回复250HP），持续10秒,,,,,LV70
169220,avatars/169220.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/799514.png,模仿的伊西斯,水,稀有,为1名盟友（低HP）回复+325HP,,,,,LV70
169221,avatars/169221.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/6531.png,鲁莽的赫尔莫德,光,稀有,,赋予自身激怒（最多累积150%所受伤害，并一次回击），持续1阶段,,,,LV70
169222,avatars/169222.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/857953.png,闪耀的尤娜,火,稀有,,对攻击目标中的木属性敌人造成350加成伤害,,,,LV70
169223,avatars/169223.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/123448.png,盛夏希比,水,稀有,,,,水属性盟友的中毒伤害+80,,LV70
169224,avatars/169224.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/739234.png,小丑伊南娜,暗,稀有,对攻击目标造成225无视防御伤害,,,,,LV70
169225,avatars/169225.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/846442.png,决战的提泰妮亚,光,稀有,,对攻击目标中的暗属性敌人造成350加成伤害,,,,LV70
169226,avatars/169226.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/407179.png,固执的弗林斯,火,稀有,,有35%的机率对攻击目标中的1名随机敌人造成晕眩（受到攻击时额外晕眩1秒，5秒为上限），持续4秒,,,,LV70
169227,avatars/169227.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/325700.png,独善其身的阿顿,暗,稀有,,赋予自身反射（反射8%受到的伤害），持续16秒,,,,LV70
169228,avatars/169228.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/176561.png,热血的阿伽门农,木,稀有,,,攻击目标的Skill量表充能量-17.5%，持续16秒,,,LV70
169229,avatars/169229.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/622448.png,梦幻的万圣节,水,稀有,,赋予自身挑衅（有70%的机率发动），持续12秒,,,,LV70
169230,avatars/169230.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/84159.png,束缚的蕾蒂,火,稀有,,赋予自身屏障+1150（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续16秒,,,,LV70
169231,avatars/169231.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/869330.png,黎明的断头台,暗,稀有,对攻击目标中的光属性敌人造成225加成伤害,,,,,LV70
169232,avatars/169232.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/107372.png,镜之维多莉丝,光,稀有,,有100%的机率对攻击目标造成禁止回复（吸血/HP吸取除外），持续12秒,,,,LV70
169233,avatars/169233.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/294738.png,流浪的艾莉希恩,水,稀有,,对攻击目标造成中毒（每当目标行动时，造成350伤害，并在受到伤害时附加加成伤害），持续3回合,,,,LV70
169234,avatars/169234.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/18218.png,啦啦队长塔莉亚,火,稀有,,,2名盟友（高攻击力）攻击力+22.5%，持续20秒,,,LV70
169235,avatars/169235.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/262243.png,束缚的伊丝塔,光,稀有,,,,全体敌人的减益回避率-5%,,LV70
