C001|1|6|0|20|2464|1322|717|1008|918|114|61|33|47|43|2838|1533|750|1055|961
C001|1|6|0|60|2464|1322|717|1008|918|375|201|109|154|140|3099|1673|826|1162|1058
C001|1|6|0|100|2464|1322|717|1008|918|676|363|197|277|252|3400|1835|914|1285|1170
C001|1|6|1|0|2490|1336|724|1019|928|0|0|0|0|0|2750|1486|724|1019|928
C001|1|6|1|4|2490|1336|724|1019|928|18|10|5|7|7|2768|1496|729|1026|935
C001|1|6|1|20|2490|1336|724|1019|928|115|62|34|47|43|2865|1548|758|1066|971
C001|1|6|1|60|2490|1336|724|1019|928|379|203|110|155|141|3129|1689|834|1174|1069
C001|1|6|1|100|2490|1336|724|1019|928|683|367|199|280|255|3433|1853|923|1299|1183
C001|1|6|12|0|2781|1492|809|1138|1036|0|0|0|0|0|3041|1642|809|1138|1036
C001|1|6|12|4|2781|1492|809|1138|1036|20|11|6|8|7|3061|1653|815|1146|1043
C001|1|6|12|20|2781|1492|809|1138|1036|129|69|38|53|48|3170|1711|847|1191|1084
C001|1|6|12|60|2781|1492|809|1138|1036|424|227|123|173|158|3465|1869|932|1311|1194
C001|1|6|12|100|2781|1492|809|1138|1036|763|409|222|312|284|3804|2051|1031|1450|1320
C001|2|0|0|0|2277|1221|662|931|849|0|0|0|0|0|2537|1371|662|931|849
C001|2|0|0|4|2277|1221|662|931|849|16|9|5|7|6|2553|1380|667|938|855
C001|2|0|0|20|2277|1221|662|931|849|106|57|31|43|39|2643|1428|693|974|888
C001|2|0|0|60|2277|1221|662|931|849|347|186|101|142|129|2884|1557|763|1073|978
C001|2|0|0|100|2277|1221|662|931|849|625|335|182|255|233|3162|1706|844|1186|1082
C001|2|0|1|0|2303|1235|670|942|859|0|0|0|0|0|2563|1385|670|942|859
C001|2|0|1|4|2303|1235|670|942|859|17|9|5|7|6|2580|1394|675|949|865
C001|2|0|1|20|2303|1235|670|942|859|107|57|31|44|40|2670|1442|701|986|899
C001|2|0|1|60|2303|1235|670|942|859|351|188|102|143|131|2914|1573|772|1085|990
C001|2|0|1|100|2303|1235|670|942|859|632|339|184|258|236|3195|1724|854|1200|1095
C001|2|0|12|0|2594|1391|755|1061|967|0|0|0|0|0|2854|1541|755|1061|967
C001|2|0|12|4|2594|1391|755|1061|967|19|10|5|8|7|2873|1551|760|1069|974
C001|2|0|12|20|2594|1391|755|1061|967|120|64|35|49|45|2974|1605|790|1110|1012
C001|2|0|12|60|2594|1391|755|1061|967|395|212|115|162|147|3249|1753|870|1223|1114
C001|2|0|12|100|2594|1391|755|1061|967|712|382|207|291|265|3566|1923|962|1352|1232
C001|2|1|0|0|2321|1245|675|949|865|0|0|0|0|0|2581|1395|675|949|865
C001|2|1|0|4|2321|1245|675|949|865|17|9|5|7|6|2598|1404|680|956|871
C001|2|1|0|20|2321|1245|675|949|865|108|58|31|44|40|2689|1453|706|993|905
C001|2|1|0|60|2321|1245|675|949|865|354|190|103|145|132|2935|1585|778|1094|997
C001|2|1|0|100|2321|1245|675|949|865|637|342|185|260|237|3218|1737|860|1209|1102
C001|2|1|1|0|2347|1259|683|960|875|0|0|0|0|0|2607|1409|683|960|875
C001|2|1|1|4|2347|1259|683|960|875|17|9|5|7|6|2624|1418|688|967|881
C001|2|1|1|20|2347|1259|683|960|875|109|58|32|45|41|2716|1467|715|1005|916
C001|2|1|1|60|2347|1259|683|960|875|357|192|104|146|133|2964|1601|787|1106|1008
C001|2|1|1|100|2347|1259|683|960|875|644|345|187|263|240|3251|1754|870|1223|1115
C001|2|1|12|0|2638|1415|767|1079|983|0|0|0|0|0|2898|1565|767|1079|983
C001|2|1|12|4|2638|1415|767|1079|983|19|10|6|8|7|2917|1575|773|1087|990
C001|2|1|12|20|2638|1415|767|1079|983|122|66|36|50|46|3020|1631|803|1129|1029
C001|2|1|12|60|2638|1415|767|1079|983|402|216|117|164|150|3300|1781|884|1243|1133
C001|2|1|12|100|2638|1415|767|1079|983|724|388|210|296|270|3622|1953|977|1375|1253
C001|2|6|0|0|2541|1363|739|1039|947|0|0|0|0|0|2801|1513|739|1039|947
C001|2|6|0|4|2541|1363|739|1039|947|18|10|5|7|7|2819|1523|744|1046|954
C001|2|6|0|20|2541|1363|739|1039|947|118|63|34|48|44|2919|1576|773|1087|991
C001|2|6|0|60|2541|1363|739|1039|947|387|208|113|158|144|3188|1721|852|1197|1091
C001|2|6|0|100|2541|1363|739|1039|947|697|374|203|285|260|3498|1887|942|1324|1207
C001|2|6|1|0|2567|1377|747|1050|957|0|0|0|0|0|2827|1527|747|1050|957
C001|2|6|1|4|2567|1377|747|1050|957|18|10|5|8|7|2845|1537|752|1058|964
C001|2|6|1|20|2567|1377|747|1050|957|119|64|35|49|44|2946|1591|782|1099|1001
C001|2|6|1|60|2567|1377|747|1050|957|391|210|114|160|146|3218|1737|861|1210|1103
C001|2|6|1|100|2567|1377|747|1050|957|704|378|205|288|263|3531|1905|952|1338|1220
C001|2|6|12|0|2858|1533|831|1169|1065|0|0|0|0|0|3118|1683|831|1169|1065
C001|2|6|12|4|2858|1533|831|1169|1065|21|11|6|8|8|3139|1694|837|1177|1073
C001|2|6|12|20|2858|1533|831|1169|1065|132|71|39|54|49|3250|1754|870|1223|1114
C001|2|6|12|60|2858|1533|831|1169|1065|435|234|127|178|162|3553|1917|958|1347|1227
C001|2|6|12|100|2858|1533|831|1169|1065|784|421|228|321|292|3902|2104|1059|1490|1357
C001|20|0|0|0|3663|1965|1066|1498|1365|0|0|0|0|0|3923|2115|1066|1498|1365
C001|20|0|0|4|3663|1965|1066|1498|1365|26|14|8|11|10|3949|2129|1074|1509|1375
C001|20|0|0|20|3663|1965|1066|1498|1365|170|91|49|69|63|4093|2206|1115|1567|1428
C001|20|0|0|60|3663|1965|1066|1498|1365|558|299|162|228|208|4481|2414|1228|1726|1573
C001|20|0|0|100|3663|1965|1066|1498|1365|1005|539|293|411|375|4928|2654|1359|1909|1740
C001|20|0|1|0|3689|1979|1073|1509|1375|0|0|0|0|0|3949|2129|1073|1509|1375
C001|20|0|1|4|3689|1979|1073|1509|1375|27|14|8|11|10|3976|2143|1081|1520|1385
C001|20|0|1|20|3689|1979|1073|1509|1375|171|92|50|70|64|4120|2221|1123|1579|1439
C001|20|0|1|60|3689|1979|1073|1509|1375|562|301|163|230|209|4511|2430|1236|1739|1584
C001|20|0|1|100|3689|1979|1073|1509|1375|1012|543|294|414|377|4961|2672|1367|1923|1752
C001|20|0|12|0|3980|2135|1158|1628|1483|0|0|0|0|0|4240|2285|1158|1628|1483
C001|20|0|12|4|3980|2135|1158|1628|1483|29|15|8|12|11|4269|2300|1166|1640|1494
C001|20|0|12|20|3980|2135|1158|1628|1483|185|99|54|75|69|4425|2384|1212|1703|1552
C001|20|0|12|60|3980|2135|1158|1628|1483|606|325|176|248|226|4846|2610|1334|1876|1709
C001|20|0|12|100|3980|2135|1158|1628|1483|1092|586|318|447|407|5332|2871|1476|2075|1890
C001|20|1|0|0|3707|1988|1078|1516|1382|0|0|0|0|0|3967|2138|1078|1516|1382
C001|20|1|0|4|3707|1988|1078|1516|1382|27|14|8|11|10|3994|2152|1086|1527|1392
C001|20|1|0|20|3707|1988|1078|1516|1382|172|92|50|70|64|4139|2230|1128|1586|1446
C001|20|1|0|60|3707|1988|1078|1516|1382|565|303|164|231|211|4532|2441|1242|1747|1593
C001|20|1|0|100|3707|1988|1078|1516|1382|1017|546|296|416|379|4984|2684|1374|1932|1761
C001|20|1|1|0|3733|2002|1086|1527|1392|0|0|0|0|0|3993|2152|1086|1527|1392
C001|20|1|1|4|3733|2002|1086|1527|1392|27|14|8|11|10|4020|2166|1094|1538|1402
C001|20|1|1|20|3733|2002|1086|1527|1392|173|93|50|71|65|4166|2245|1136|1598|1457
C001|20|1|1|60|3733|2002|1086|1527|1392|569|305|165|233|212|4562|2457|1251|1760|1604
C001|20|1|1|100|3733|2002|1086|1527|1392|1024|549|298|419|382|5017|2701|1384|1946|1774
C001|20|1|12|0|4024|2158|1171|1646|1500|0|0|0|0|0|4284|2308|1171|1646|1500
C001|20|1|12|4|4024|2158|1171|1646|1500|29|16|8|12|11|4313|2324|1179|1658|1511
C001|20|1|12|20|4024|2158|1171|1646|1500|187|100|54|76|70|4471|2408|1225|1722|1570
C001|20|1|12|60|4024|2158|1171|1646|1500|613|329|178|251|228|4897|2637|1349|1897|1728
C001|20|1|12|100|4024|2158|1171|1646|1500|1104|592|321|452|412|5388|2900|1492|2098|1912
C001|20|6|0|0|3927|2106|1142|1606|1464|0|0|0|0|0|4187|2256|1142|1606|1464
C001|20|6|0|4|3927|2106|1142|1606|1464|28|15|8|12|11|4215|2271|1150|1618|1475
C001|20|6|0|20|3927|2106|1142|1606|1464|182|98|53|74|68|4369|2354|1195|1680|1532
C001|20|6|0|60|3927|2106|1142|1606|1464|598|321|174|245|223|4785|2577|1316|1851|1687
C001|20|6|0|100|3927|2106|1142|1606|1464|1078|578|313|441|402|5265|2834|1455|2047|1866
C001|20|6|1|0|3953|2120|1150|1617|1474|0|0|0|0|0|4213|2270|1150|1617|1474
C001|20|6|1|4|3953|2120|1150|1617|1474|28|15|8|12|11|4241|2285|1158|1629|1485
C001|20|6|1|20|3953|2120|1150|1617|1474|183|98|53|75|68|4396|2368|1203|1692|1542
C001|20|6|1|60|3953|2120|1150|1617|1474|602|323|175|246|225|4815|2593|1325|1863|1699
C001|20|6|1|100|3953|2120|1150|1617|1474|1085|582|316|444|404|5298|2852|1466|2061|1878
C001|20|6|12|0|4244|2276|1235|1736|1582|0|0|0|0|0|4504|2426|1235|1736|1582
C001|20|6|12|4|4244|2276|1235|1736|1582|31|16|9|12|11|4535|2442|1244|1748|1593
C001|20|6|12|20|4244|2276|1235|1736|1582|197|106|57|80|73|4701|2532|1292|1816|1655
C001|20|6|12|60|4244|2276|1235|1736|1582|646|347|188|264|241|5150|2773|1423|2000|1823
C001|20|6|12|100|4244|2276|1235|1736|1582|1165|625|339|476|434|5669|3051|1574|2212|2016
C001|59|0|0|0|6666|3575|1939|2727|2485|0|0|0|0|0|6926|3725|1939|2727|2485
C001|59|0|0|4|6666|3575|1939|2727|2485|48|26|14|20|18|6974|3751|1953|2747|2503
C001|59|0|0|20|6666|3575|1939|2727|2485|309|166|90|126|115|7235|3891|2029|2853|2600
C001|59|0|0|60|6666|3575|1939|2727|2485|1015|545|295|415|379|7941|4270|2234|3142|2864
C001|59|0|0|100|6666|3575|1939|2727|2485|1829|981|532|748|682|8755|4706|2471|3475|3167
C001|59|0|1|0|6692|3590|1947|2738|2494|0|0|0|0|0|6952|3740|1947|2738|2494
C001|59|0|1|4|6692|3590|1947|2738|2494|48|26|14|20|18|7000|3766|1961|2758|2512
C001|59|0|1|20|6692|3590|1947|2738|2494|310|166|90|127|116|7262|3906|2037|2865|2610
C001|59|0|1|60|6692|3590|1947|2738|2494|1019|547|297|417|380|7971|4287|2244|3155|2874
C001|59|0|1|100|6692|3590|1947|2738|2494|1836|985|534|751|684|8788|4725|2481|3489|3178
C001|59|0|12|0|6983|3745|2031|2857|2603|0|0|0|0|0|7243|3895|2031|2857|2603
C001|59|0|12|4|6983|3745|2031|2857|2603|50|27|15|21|19|7293|3922|2046|2878|2622
C001|59|0|12|20|6983|3745|2031|2857|2603|324|174|94|132|121|7567|4069|2125|2989|2724
C001|59|0|12|60|6983|3745|2031|2857|2603|1064|570|309|435|396|8307|4465|2340|3292|2999
C001|59|0|12|100|6983|3745|2031|2857|2603|1916|1028|557|784|714|9159|4923|2588|3641|3317
C001|59|1|0|0|6710|3599|1952|2745|2501|0|0|0|0|0|6970|3749|1952|2745|2501
C001|59|1|0|4|6710|3599|1952|2745|2501|48|26|14|20|18|7018|3775|1966|2765|2519
C001|59|1|0|20|6710|3599|1952|2745|2501|311|167|90|127|116|7281|3916|2042|2872|2617
C001|59|1|0|60|6710|3599|1952|2745|2501|1022|548|297|418|381|7992|4297|2249|3163|2882
C001|59|1|0|100|6710|3599|1952|2745|2501|1841|988|536|753|686|8811|4737|2488|3498|3187
C001|59|1|1|0|6736|3613|1960|2756|2511|0|0|0|0|0|6996|3763|1960|2756|2511
C001|59|1|1|4|6736|3613|1960|2756|2511|48|26|14|20|18|7044|3789|1974|2776|2529
C001|59|1|1|20|6736|3613|1960|2756|2511|312|167|91|128|116|7308|3930|2051|2884|2627
C001|59|1|1|60|6736|3613|1960|2756|2511|1026|550|299|420|382|8022|4313|2259|3176|2893
C001|59|1|1|100|6736|3613|1960|2756|2511|1848|991|538|756|689|8844|4754|2498|3512|3200
C001|59|1|12|0|7027|3769|2044|2875|2619|0|0|0|0|0|7287|3919|2044|2875|2619
C001|59|1|12|4|7027|3769|2044|2875|2619|51|27|15|21|19|7338|3946|2059|2896|2638
C001|59|1|12|20|7027|3769|2044|2875|2619|326|175|95|133|121|7613|4094|2139|3008|2740
C001|59|1|12|60|7027|3769|2044|2875|2619|1070|574|311|438|399|8357|4493|2355|3313|3018
C001|59|1|12|100|7027|3769|2044|2875|2619|1928|1034|561|789|719|9215|4953|2605|3664|3338
C001|59|6|0|0|6930|3717|2016|2835|2583|0|0|0|0|0|7190|3867|2016|2835|2583
C001|59|6|0|4|6930|3717|2016|2835|2583|50|27|15|20|19|7240|3894|2031|2855|2602
C001|59|6|0|20|6930|3717|2016|2835|2583|321|172|93|131|120|7511|4039|2109|2966|2703
C001|59|6|0|60|6930|3717|2016|2835|2583|1056|566|307|432|393|8246|4433|2323|3267|2976
C001|59|6|0|100|6930|3717|2016|2835|2583|1902|1020|553|778|709|9092|4887|2569|3613|3292
C001|59|6|1|0|6956|3731|2024|2846|2593|0|0|0|0|0|7216|3881|2024|2846|2593
C001|59|6|1|4|6956|3731|2024|2846|2593|50|27|15|20|19|7266|3908|2039|2866|2612
C001|59|6|1|20|6956|3731|2024|2846|2593|322|173|94|132|120|7538|4054|2118|2978|2713
C001|59|6|1|60|6956|3731|2024|2846|2593|1060|568|308|434|395|8276|4449|2332|3280|2988
C001|59|6|1|100|6956|3731|2024|2846|2593|1909|1024|555|781|712|9125|4905|2579|3627|3305
C001|59|6|12|0|7247|3887|2108|2965|2701|0|0|0|0|0|7507|4037|2108|2965|2701
C001|59|6|12|4|7247|3887|2108|2965|2701|52|28|15|21|19|7559|4065|2123|2986|2720
C001|59|6|12|20|7247|3887|2108|2965|2701|336|180|98|137|125|7843|4217|2206|3102|2826
C001|59|6|12|60|7247|3887|2108|2965|2701|1104|592|321|452|411|8611|4629|2429|3417|3112
C001|59|6|12|100|7247|3887|2108|2965|2701|1989|1067|578|814|741|9496|5104|2686|3779|3442
C001|60|0|0|0|6743|3617|1962|2759|2513|0|0|0|0|0|7003|3767|1962|2759|2513
C001|60|0|0|4|6743|3617|1962|2759|2513|49|26|14|20|18|7052|3793|1976|2779|2531
C001|60|0|0|20|6743|3617|1962|2759|2513|313|168|91|128|117|7316|3935|2053|2887|2630
C001|60|0|0|60|6743|3617|1962|2759|2513|1027|551|299|420|383|8030|4318|2261|3179|2896
C001|60|0|0|100|6743|3617|1962|2759|2513|1850|993|538|757|690|8853|4760|2500|3516|3203
C001|60|0|1|0|6769|3631|1969|2769|2523|0|0|0|0|0|7029|3781|1969|2769|2523
C001|60|0|1|4|6769|3631|1969|2769|2523|49|26|14|20|18|7078|3807|1983|2789|2541
C001|60|0|1|20|6769|3631|1969|2769|2523|314|168|91|128|117|7343|3949|2060|2897|2640
C001|60|0|1|60|6769|3631|1969|2769|2523|1031|553|300|422|384|8060|4334|2269|3191|2907
C001|60|0|1|100|6769|3631|1969|2769|2523|1857|996|540|760|692|8886|4777|2509|3529|3215
C001|60|0|12|0|7060|3787|2054|2888|2631|0|0|0|0|0|7320|3937|2054|2888|2631
C001|60|0|12|4|7060|3787|2054|2888|2631|51|27|15|21|19|7371|3964|2069|2909|2650
C001|60|0|12|20|7060|3787|2054|2888|2631|327|176|95|134|122|7647|4113|2149|3022|2753
C001|60|0|12|60|7060|3787|2054|2888|2631|1075|577|313|440|401|8395|4514|2367|3328|3032
C001|60|0|12|100|7060|3787|2054|2888|2631|1937|1039|564|792|722|9257|4976|2618|3680|3353
C001|60|1|0|0|6787|3640|1974|2777|2530|0|0|0|0|0|7047|3790|1974|2777|2530
C001|60|1|0|4|6787|3640|1974|2777|2530|49|26|14|20|18|7096|3816|1988|2797|2548
C001|60|1|0|20|6787|3640|1974|2777|2530|315|169|92|129|117|7362|3959|2066|2906|2647
C001|60|1|0|60|6787|3640|1974|2777|2530|1034|554|301|423|385|8081|4344|2275|3200|2915
C001|60|1|0|100|6787|3640|1974|2777|2530|1862|999|542|762|694|8909|4789|2516|3539|3224
C001|60|1|1|0|6813|3654|1982|2787|2540|0|0|0|0|0|7073|3804|1982|2787|2540
C001|60|1|1|4|6813|3654|1982|2787|2540|49|26|14|20|18|7122|3830|1996|2807|2558
C001|60|1|1|20|6813|3654|1982|2787|2540|316|169|92|129|118|7389|3973|2074|2916|2658
C001|60|1|1|60|6813|3654|1982|2787|2540|1038|557|302|425|387|8111|4361|2284|3212|2927
C001|60|1|1|100|6813|3654|1982|2787|2540|1869|1003|544|765|697|8942|4807|2526|3552|3237
C001|60|1|12|0|7104|3810|2067|2906|2648|0|0|0|0|0|7364|3960|2067|2906|2648
C001|60|1|12|4|7104|3810|2067|2906|2648|51|27|15|21|19|7415|3987|2082|2927|2667
C001|60|1|12|20|7104|3810|2067|2906|2648|329|177|96|135|123|7693|4137|2163|3041|2771
C001|60|1|12|60|7104|3810|2067|2906|2648|1082|580|315|443|403|8446|4540|2382|3349|3051
C001|60|1|12|100|7104|3810|2067|2906|2648|1949|1045|567|797|727|9313|5005|2634|3703|3375
C001|60|6|0|0|7007|3758|2038|2866|2612|0|0|0|0|0|7267|3908|2038|2866|2612
C001|60|6|0|4|7007|3758|2038|2866|2612|50|27|15|21|19|7317|3935|2053|2887|2631
C001|60|6|0|20|7007|3758|2038|2866|2612|325|174|94|133|121|7592|4082|2132|2999|2733
C001|60|6|0|60|7007|3758|2038|2866|2612|1067|572|310|437|398|8334|4480|2348|3303|3010
C001|60|6|0|100|7007|3758|2038|2866|2612|1923|1031|559|786|717|9190|4939|2597|3652|3329
C001|60|6|1|0|7033|3772|2046|2877|2622|0|0|0|0|0|7293|3922|2046|2877|2622
C001|60|6|1|4|7033|3772|2046|2877|2622|51|27|15|21|19|7344|3949|2061|2898|2641
C001|60|6|1|20|7033|3772|2046|2877|2622|326|175|95|133|122|7619|4097|2141|3010|2744
C001|60|6|1|60|7033|3772|2046|2877|2622|1071|575|312|438|399|8364|4497|2358|3315|3021
C001|60|6|1|100|7033|3772|2046|2877|2622|1930|1035|561|789|719|9223|4957|2607|3666|3341
C001|60|6|12|0|7324|3928|2131|2996|2730|0|0|0|0|0|7584|4078|2131|2996|2730
C001|60|6|12|4|7324|3928|2131|2996|2730|53|28|15|22|20|7637|4106|2146|3018|2750
C001|60|6|12|20|7324|3928|2131|2996|2730|340|182|99|139|127|7924|4260|2230|3135|2857
C001|60|6|12|60|7324|3928|2131|2996|2730|1116|598|325|456|416|8700|4676|2456|3452|3146
C001|60|6|12|100|7324|3928|2131|2996|2730|2010|1078|585|822|749|9594|5156|2716|3818|3479
C002|1|0|0|0|3300|740|1160|660|520|0|0|0|0|0|3560|890|1160|660|520
C002|1|0|0|4|3300|740|1160|660|520|24|5|8|5|4|3584|895|1168|665|524
C002|1|0|0|20|3300|740|1160|660|520|153|34|54|31|24|3713|924|1214|691|544
C002|1|0|0|60|3300|740|1160|660|520|503|113|177|101|79|4063|1003|1337|761|599
C002|1|0|0|100|3300|740|1160|660|520|906|203|318|181|143|4466|1093|1478|841|663
C002|1|0|1|0|3340|749|1174|668|526|0|0|0|0|0|3600|899|1174|668|526
C002|1|0|1|4|3340|749|1174|668|526|24|5|8|5|4|3624|904|1182|673|530
C002|1|0|1|20|3340|749|1174|668|526|155|35|54|31|24|3755|934|1228|699|550
C002|1|0|1|60|3340|749|1174|668|526|509|114|179|102|80|4109|1013|1353|770|606
C002|1|0|1|100|3340|749|1174|668|526|916|206|322|183|144|4516|1105|1496|851|670
C002|1|0|12|0|3775|847|1327|755|595|0|0|0|0|0|4035|997|1327|755|595
C002|1|0|12|4|3775|847|1327|755|595|27|6|10|5|4|4062|1003|1337|760|599
C002|1|0|12|20|3775|847|1327|755|595|175|39|62|35|28|4210|1036|1389|790|623
C002|1|0|12|60|3775|847|1327|755|595|575|129|202|115|91|4610|1126|1529|870|686
C002|1|0|12|100|3775|847|1327|755|595|1036|232|364|207|163|5071|1229|1691|962|758
C002|1|1|0|0|3366|755|1183|673|530|0|0|0|0|0|3626|905|1183|673|530
C002|1|1|0|4|3366|755|1183|673|530|24|5|9|5|4|3650|910|1192|678|534
C002|1|1|0|20|3366|755|1183|673|530|156|35|55|31|25|3782|940|1238|704|555
C002|1|1|0|60|3366|755|1183|673|530|513|115|180|103|81|4139|1020|1363|776|611
C002|1|1|0|100|3366|755|1183|673|530|924|207|325|185|145|4550|1112|1508|858|675
C002|1|1|1|0|3406|764|1197|681|537|0|0|0|0|0|3666|914|1197|681|537
C002|1|1|1|4|3406|764|1197|681|537|25|6|9|5|4|3691|920|1206|686|541
C002|1|1|1|20|3406|764|1197|681|537|158|35|55|32|25|3824|949|1252|713|562
C002|1|1|1|60|3406|764|1197|681|537|519|116|182|104|82|4185|1030|1379|785|619
C002|1|1|1|100|3406|764|1197|681|537|935|210|328|187|147|4601|1124|1525|868|684
C002|1|1|12|0|3841|861|1350|768|605|0|0|0|0|0|4101|1011|1350|768|605
C002|1|1|12|4|3841|861|1350|768|605|28|6|10|6|4|4129|1017|1360|774|609
C002|1|1|12|20|3841|861|1350|768|605|178|40|63|36|28|4279|1051|1413|804|633
C002|1|1|12|60|3841|861|1350|768|605|585|131|206|117|92|4686|1142|1556|885|697
C002|1|1|12|100|3841|861|1350|768|605|1054|236|370|211|166|5155|1247|1720|979|771
C002|1|6|0|0|3696|829|1299|739|582|0|0|0|0|0|3956|979|1299|739|582
C002|1|6|0|4|3696|829|1299|739|582|27|6|9|5|4|3983|985|1308|744|586
C002|1|6|0|20|3696|829|1299|739|582|171|38|60|34|27|4127|1017|1359|773|609
C002|1|6|0|60|3696|829|1299|739|582|563|126|198|113|89|4519|1105|1497|852|671
C002|1|6|0|100|3696|829|1299|739|582|1014|227|356|203|160|4970|1206|1655|942|742
C002|1|6|1|0|3736|838|1313|747|589|0|0|0|0|0|3996|988|1313|747|589
C002|1|6|1|4|3736|838|1313|747|589|27|6|9|5|4|4023|994|1322|752|593
C002|1|6|1|20|3736|838|1313|747|589|173|39|61|35|27|4169|1027|1374|782|616
C002|1|6|1|60|3736|838|1313|747|589|569|128|200|114|90|4565|1116|1513|861|679
C002|1|6|1|100|3736|838|1313|747|589|1025|230|360|205|162|5021|1218|1673|952|751
C002|1|6|12|0|4171|935|1466|834|657|0|0|0|0|0|4431|1085|1466|834|657
C002|1|6|12|4|4171|935|1466|834|657|30|7|11|6|5|4461|1092|1477|840|662
C002|1|6|12|20|4171|935|1466|834|657|193|43|68|39|30|4624|1128|1534|873|687
C002|1|6|12|60|4171|935|1466|834|657|635|142|223|127|100|5066|1227|1689|961|757
C002|1|6|12|100|4171|935|1466|834|657|1145|257|402|229|180|5576|1342|1868|1063|837
C002|2|0|0|0|3415|766|1201|683|538|0|0|0|0|0|3675|916|1201|683|538
C002|2|0|0|4|3415|766|1201|683|538|25|6|9|5|4|3700|922|1210|688|542
C002|2|0|0|20|3415|766|1201|683|538|158|36|56|32|25|3833|952|1257|715|563
C002|2|0|0|60|3415|766|1201|683|538|520|117|183|104|82|4195|1033|1384|787|620
C002|2|0|0|100|3415|766|1201|683|538|937|210|330|187|148|4612|1126|1531|870|686
C002|2|0|1|0|3455|775|1215|691|544|0|0|0|0|0|3715|925|1215|691|544
C002|2|0|1|4|3455|775|1215|691|544|25|6|9|5|4|3740|931|1224|696|548
C002|2|0|1|20|3455|775|1215|691|544|160|36|56|32|25|3875|961|1271|723|569
C002|2|0|1|60|3455|775|1215|691|544|526|118|185|105|83|4241|1043|1400|796|627
C002|2|0|1|100|3455|775|1215|691|544|948|213|333|190|149|4663|1138|1548|881|693
C002|2|0|12|0|3891|872|1368|778|613|0|0|0|0|0|4151|1022|1368|778|613
C002|2|0|12|4|3891|872|1368|778|613|28|6|10|6|4|4179|1028|1378|784|617
C002|2|0|12|20|3891|872|1368|778|613|180|40|63|36|28|4331|1062|1431|814|641
C002|2|0|12|60|3891|872|1368|778|613|593|133|208|119|93|4744|1155|1576|897|706
C002|2|0|12|100|3891|872|1368|778|613|1068|239|375|213|168|5219|1261|1743|991|781
C002|2|1|0|0|3481|781|1224|696|549|0|0|0|0|0|3741|931|1224|696|549
C002|2|1|0|4|3481|781|1224|696|549|25|6|9|5|4|3766|937|1233|701|553
