alias,content_id,name,title,path,avatar_file,avatar_url,wiki_url
dcj,578985,冰雪艾希,冰雪的艾希,五星天子图鉴 / 五星光属性 / 冰雪艾希,avatars_wiki/dcj_578985.png,https://cdnimg.gamekee.com/wiki2.0/images/w_76/h_82/1164/56174/2022/11/17/190392.png,https://www.gamekee.com/dcj/578985.html
dcj,578986,光莫娜,光莫娜,五星天子图鉴 / 五星光属性 / 光莫娜,avatars_wiki/dcj_578986.png,https://cdnimg.gamekee.com/wiki2.0/images/w_78/h_79/1164/56174/2022/11/17/675357.png,https://www.gamekee.com/dcj/578986.html
dcj,578962,梦想家土星,梦想家土星,五星天子图鉴 / 五星光属性 / 梦想家土星,avatars_wiki/dcj_578962.png,https://cdnimg.gamekee.com/wiki2.0/images/w_75/h_81/1164/56174/2022/11/17/750507.png,https://www.gamekee.com/dcj/578962.html
dcj,578988,婚纱,婚纱,五星天子图鉴 / 五星光属性 / 婚纱,avatars_wiki/dcj_578988.png,https://cdnimg.gamekee.com/wiki2.0/images/w_78/h_83/1164/56174/2022/11/17/879218.png,https://www.gamekee.com/dcj/578988.html
dcj,579016,史莱姆,史莱姆、奥罗拉金,五星天子图鉴 / 五星光属性 / 史莱姆,avatars_wiki/dcj_579016.png,https://cdnimg.gamekee.com/wiki2.0/images/w_79/h_82/1164/56174/2022/11/17/532739.png,https://www.gamekee.com/dcj/579016.html
dcj,578987,花奶,花奶,五星天子图鉴 / 五星光属性 / 花奶,avatars_wiki/dcj_578987.png,https://cdnimg.gamekee.com/wiki2.0/images/w_82/h_83/1164/56174/2022/11/17/73843.png,https://www.gamekee.com/dcj/578987.html
dcj,579017,神乐的沃尔夫,神乐的沃尔夫,五星天子图鉴 / 五星光属性 / 神乐的沃尔夫,avatars_wiki/dcj_579017.png,https://cdnimg.gamekee.com/wiki2.0/images/w_81/h_81/1164/56174/2022/11/17/603568.png,https://www.gamekee.com/dcj/579017.html
dcj,579018,维纳斯,天真浪漫的维纳斯,五星天子图鉴 / 五星光属性 / 维纳斯,avatars_wiki/dcj_579018.png,https://cdnimg.gamekee.com/wiki2.0/images/w_81/h_83/1164/56174/2022/11/17/864068.png,https://www.gamekee.com/dcj/579018.html
dcj,579024,海王星,海王星,五星天子图鉴 / 五星光属性 / 海王星,avatars_wiki/dcj_579024.png,https://cdnimg.gamekee.com/wiki2.0/images/w_86/h_86/1164/56174/2022/11/17/636197.png,https://www.gamekee.com/dcj/579024.html
dcj,579026,雅典娜,雅典娜,五星天子图鉴 / 五星光属性 / 雅典娜,avatars_wiki/dcj_579026.png,https://cdnimg.gamekee.com/wiki2.0/images/w_82/h_84/1164/56174/2022/11/17/213150.png,https://www.gamekee.com/dcj/579026.html
dcj,579028,光弗雷,光弗雷,五星天子图鉴 / 五星光属性 / 光弗雷,avatars_wiki/dcj_579028.png,https://cdnimg.gamekee.com/wiki2.0/images/w_76/h_78/1164/56174/2022/11/17/683568.png,https://www.gamekee.com/dcj/579028.html
dcj,579153,巴雷特,机关枪,五星天子图鉴 / 五星光属性 / 巴雷特,avatars_wiki/dcj_579153.png,https://cdnimg.gamekee.com/wiki2.0/images/w_70/h_73/1164/56174/2022/11/19/143319.png,https://www.gamekee.com/dcj/579153.html
dcj,165764,光猫耳尼曼,(猫耳/光尼曼）,五星天子图鉴 / 五星光属性 / 光猫耳尼曼,avatars_wiki/dcj_165764.png,https://cdnimg-v2.gamekee.com/wiki2.0/images/w_700/h_340/1164/53587/2022/7/25/689456.png,https://www.gamekee.com/dcj/165764.html
dcj,579154,露娜,露娜,五星天子图鉴 / 五星光属性 / 露娜,avatars_wiki/dcj_579154.png,https://cdnimg.gamekee.com/wiki2.0/images/w_73/h_73/1164/56174/2022/11/19/672198.png,https://www.gamekee.com/dcj/579154.html
dcj,579164,糖猫,糖猫,五星天子图鉴 / 五星光属性 / 糖猫,avatars_wiki/dcj_579164.png,https://cdnimg.gamekee.com/wiki2.0/images/w_72/h_73/1164/56174/2022/11/19/342737.png,https://www.gamekee.com/dcj/579164.html
dcj,579158,艳后,艳后,五星天子图鉴 / 五星光属性 / 艳后,avatars_wiki/dcj_579158.png,https://cdnimg.gamekee.com/wiki2.0/images/w_72/h_75/1164/56174/2022/11/19/21006.png,https://www.gamekee.com/dcj/579158.html
dcj,579156,霍尔茨,沙漠中的霍尔茨,五星天子图鉴 / 五星光属性 / 霍尔茨,avatars_wiki/dcj_579156.png,https://cdnimg.gamekee.com/wiki2.0/images/w_72/h_76/1164/56174/2022/11/19/571710.png,https://www.gamekee.com/dcj/579156.html
dcj,579165,夏露露,查理,五星天子图鉴 / 五星光属性 / 夏露露,avatars_wiki/dcj_579165.png,https://cdnimg.gamekee.com/wiki2.0/images/w_69/h_74/1164/56174/2022/11/19/195244.png,https://www.gamekee.com/dcj/579165.html
dcj,579160,光裙,光裙,五星天子图鉴 / 五星光属性 / 光裙,avatars_wiki/dcj_579160.png,https://cdnimg.gamekee.com/wiki2.0/images/w_71/h_73/1164/56174/2022/11/19/25908.png,https://www.gamekee.com/dcj/579160.html
dcj,579166,魔方,立方体-摩尔,五星天子图鉴 / 五星光属性 / 魔方,avatars_wiki/dcj_579166.png,https://cdnimg.gamekee.com/wiki2.0/images/w_72/h_76/1164/56174/2022/11/19/535435.png,https://www.gamekee.com/dcj/579166.html
dcj,579336,教皇,教皇,五星天子图鉴 / 五星光属性 / 教皇,avatars_wiki/dcj_579336.png,https://cdnimg.gamekee.com/wiki2.0/images/w_72/h_78/1164/56174/2022/11/21/458510.png,https://www.gamekee.com/dcj/579336.html
dcj,579167,宋丹丹,除魔师二鲁提,五星天子图鉴 / 五星光属性 / 宋丹丹,avatars_wiki/dcj_579167.png,https://cdnimg.gamekee.com/wiki2.0/images/w_74/h_74/1164/56174/2022/11/19/139967.png,https://www.gamekee.com/dcj/579167.html
dcj,579315,女警,女警,五星天子图鉴 / 五星光属性 / 女警,avatars_wiki/dcj_579315.png,https://cdnimg.gamekee.com/wiki2.0/images/w_75/h_76/1164/56174/2022/11/21/596910.png,https://www.gamekee.com/dcj/579315.html
dcj,579473,亚里亚,亚里亚,五星天子图鉴 / 五星光属性 / 亚里亚,avatars_wiki/dcj_579473.png,https://cdnimg.gamekee.com/wiki2.0/images/w_74/h_75/1164/56174/2022/11/24/454514.png,https://www.gamekee.com/dcj/579473.html
dcj,579318,复活奶,复活奶,五星天子图鉴 / 五星光属性 / 复活奶,avatars_wiki/dcj_579318.png,https://cdnimg.gamekee.com/wiki2.0/images/w_74/h_77/1164/56174/2022/11/21/222775.png,https://www.gamekee.com/dcj/579318.html
dcj,579474,白斩鸡,白斩鸡,五星天子图鉴 / 五星光属性 / 白斩鸡,avatars_wiki/dcj_579474.png,https://cdnimg.gamekee.com/wiki2.0/images/w_74/h_76/1164/56174/2022/11/24/979875.png,https://www.gamekee.com/dcj/579474.html
dcj,589697,娜迦,娜迦,五星天子图鉴 / 五星暗属性 / 娜迦,avatars_wiki/dcj_589697.png,https://cdnimg.gamekee.com/wiki2.0/images/w_115/h_112/1164/56174/2023/3/27/892665.png,https://www.gamekee.com/dcj/589697.html
dcj,589701,阿罗汉（暗）,阿罗汉（暗）,五星天子图鉴 / 五星暗属性 / 阿罗汉（暗）,avatars_wiki/dcj_589701.png,https://cdnimg.gamekee.com/wiki2.0/images/w_68/h_67/1164/56174/2023/3/27/782155.png,https://www.gamekee.com/dcj/589701.html
dcj,579472,埃及猫,埃及猫,五星天子图鉴 / 五星光属性 / 埃及猫,avatars_wiki/dcj_579472.png,https://cdnimg.gamekee.com/wiki2.0/images/w_75/h_78/1164/56174/2022/11/24/880325.png,https://www.gamekee.com/dcj/579472.html
dcj,580266,贝利塔,贝利塔,五星天子图鉴 / 五星暗属性 / 贝利塔,avatars_wiki/dcj_580266.png,https://cdnimg.gamekee.com/wiki2.0/images/w_44/h_43/1164/56174/2022/11/15/609534.png,https://www.gamekee.com/dcj/580266.html
dcj,168447,沙漠死神（误）,沙漠死神（误）,五星天子图鉴 / 五星暗属性 / 沙漠死神（误）,avatars_wiki/dcj_168447.png,https://cdnimg.gamekee.com/wiki2.0/images/w_120/h_120/1164/176744/2022/9/1/602111.png,https://www.gamekee.com/dcj/168447.html
dcj,586063,暗护士,暗护士,五星天子图鉴 / 五星暗属性 / 暗护士,avatars_wiki/dcj_586063.png,https://cdnimg.gamekee.com/wiki2.0/images/w_78/h_80/1164/56174/2023/2/16/628685.png,https://www.gamekee.com/dcj/586063.html
dcj,587101,犹大,暗鬼犹大,五星天子图鉴 / 五星暗属性 / 犹大,avatars_wiki/dcj_587101.png,https://cdnimg.gamekee.com/wiki2.0/images/w_65/h_64/1164/56174/2023/2/30/998383.png,https://www.gamekee.com/dcj/587101.html
dcj,81000,兰菲,兰菲,五星天子图鉴 / 五星暗属性 / 兰菲,avatars_wiki/dcj_81000.png,https://cdnimg.gamekee.com/wiki2.0/images/w_120/h_120/1164/176744/2022/7/19/121943.png,https://www.gamekee.com/dcj/81000.html
dcj,578944,桑尼,桑尼,五星天子图鉴 / 五星暗属性 / 桑尼,avatars_wiki/dcj_578944.png,https://cdnimg.gamekee.com/wiki2.0/images/w_60/h_58/1164/56174/2022/11/17/232353.png,https://www.gamekee.com/dcj/578944.html
dcj,578945,雅米,雅米,五星天子图鉴 / 五星暗属性 / 雅米,avatars_wiki/dcj_578945.png,https://cdnimg.gamekee.com/wiki2.0/images/w_55/h_60/1164/56174/2022/11/17/220778.png,https://www.gamekee.com/dcj/578945.html
dcj,90128,迪亚努斯,迪亚努斯,五星天子图鉴 / 五星暗属性 / 迪亚努斯,avatars_wiki/dcj_90128.png,https://cdnimg-v2.gamekee.com/images/www/1634721040503_10841330.png,https://www.gamekee.com/dcj/90128.html
dcj,89948,牺牲生命 赛特,牺牲生命 赛特,五星天子图鉴 / 五星暗属性 / 牺牲生命 赛特,avatars_wiki/dcj_89948.png,https://cdnimg-v2.gamekee.com/images/www/1634386723641_70466970.png,https://www.gamekee.com/dcj/89948.html
dcj,84126,悠闲的福尔基斯,悠闲的福尔基斯,五星天子图鉴 / 五星暗属性 / 悠闲的福尔基斯,avatars_wiki/dcj_84126.png,https://cdnimg-v2.gamekee.com/images/www/1627544815493_22390098.png,https://www.gamekee.com/dcj/84126.html
dcj,86929,菲洛特斯,菲洛特斯,五星天子图鉴 / 五星暗属性 / 菲洛特斯,avatars_wiki/dcj_86929.png,https://cdnimg-v2.gamekee.com/images/www/1629988291597_62922068.png,https://www.gamekee.com/dcj/86929.html
dcj,83032,诺托斯,诺托斯,五星天子图鉴 / 五星暗属性 / 诺托斯,avatars_wiki/dcj_83032.png,https://cdnimg-v2.gamekee.com/images/www/1626355022491_80694110.png,https://www.gamekee.com/dcj/83032.html
dcj,578911,俱毗罗,俱毗罗,五星天子图鉴 / 五星暗属性 / 俱毗罗,avatars_wiki/dcj_578911.png,https://cdnimg-v2.gamekee.com/wiki2.0/images/w_1544/h_7170/1164/63428/2022/9/27/285378.png,https://www.gamekee.com/dcj/578911.html
dcj,81041,玛尔杜克,玛尔杜克,五星天子图鉴 / 五星暗属性 / 玛尔杜克,avatars_wiki/dcj_81041.png,https://cdnimg-v2.gamekee.com/images/www/1625811434157_91006590.png,https://www.gamekee.com/dcj/81041.html
dcj,81741,苍炎伊芙,苍炎伊芙,五星天子图鉴 / 五星暗属性 / 苍炎伊芙,avatars_wiki/dcj_81741.png,https://cdnimg-v2.gamekee.com/images/www/1625061169841_34787969.png,https://www.gamekee.com/dcj/81741.html
dcj,578934,小苹果,苹果,五星天子图鉴 / 五星暗属性 / 小苹果,avatars_wiki/dcj_578934.png,https://cdnimg-v2.gamekee.com/wiki2.0/images/1164/63428/2022/0/30/217908.png,https://www.gamekee.com/dcj/578934.html
dcj,81038,偶像玛尔斯,偶像玛尔斯,五星天子图鉴 / 五星暗属性 / 偶像玛尔斯,avatars_wiki/dcj_81038.png,https://cdnimg-v2.gamekee.com/images/www/1625807029622_33247439.png,https://www.gamekee.com/dcj/81038.html
dcj,81037,丽莎,丽莎,五星天子图鉴 / 五星暗属性 / 丽莎,avatars_wiki/dcj_81037.png,https://cdnimg-v2.gamekee.com/images/www/1625559920411_91211012.png,https://www.gamekee.com/dcj/81037.html
dcj,81039,赫帕托斯,赫帕托斯,五星天子图鉴 / 五星暗属性 / 赫帕托斯,avatars_wiki/dcj_81039.png,https://cdnimg-v2.gamekee.com/images/www/1625808990079_36788436.png,https://www.gamekee.com/dcj/81039.html
dcj,578928,棒球棍,杜莎,五星天子图鉴 / 五星暗属性 / 棒球棍,avatars_wiki/dcj_578928.png,https://cdnimg-v2.gamekee.com/wiki2.0/images/1164/63428/2022/2/17/533504.png,https://www.gamekee.com/dcj/578928.html
dcj,81040,杜里亚德斯,杜里亚德斯,五星天子图鉴 / 五星暗属性 / 杜里亚德斯,avatars_wiki/dcj_81040.png,https://cdnimg-v2.gamekee.com/images/www/1625810090747_85865313.png,https://www.gamekee.com/dcj/81040.html
dcj,81035,阿罗汉,阿罗汉,五星天子图鉴 / 五星暗属性 / 阿罗汉,avatars_wiki/dcj_81035.png,https://cdnimg-v2.gamekee.com/images/www/1625388750891_94857750.png,https://www.gamekee.com/dcj/81035.html
dcj,81036,娜塔,娜塔,五星天子图鉴 / 五星暗属性 / 娜塔,avatars_wiki/dcj_81036.png,https://cdnimg-v2.gamekee.com/images/www/1625559023873_45146633.png,https://www.gamekee.com/dcj/81036.html
dcj,81034,赛美勒,赛美勒,五星天子图鉴 / 五星暗属性 / 赛美勒,avatars_wiki/dcj_81034.png,https://cdnimg-v2.gamekee.com/images/www/1624878081914_16858407.png,https://www.gamekee.com/dcj/81034.html
dcj,81030,提瓦兹,提瓦兹,五星天子图鉴 / 五星暗属性 / 提瓦兹,avatars_wiki/dcj_81030.png,https://cdnimg-v2.gamekee.com/images/www/1624610470345_916643.png,https://www.gamekee.com/dcj/81030.html
dcj,81032,克洛托,克洛托,五星天子图鉴 / 五星暗属性 / 克洛托,avatars_wiki/dcj_81032.png,https://cdnimg-v2.gamekee.com/images/www/1624699561625_81235063.png,https://www.gamekee.com/dcj/81032.html
dcj,81031,泽菲罗斯,泽菲罗斯,五星天子图鉴 / 五星暗属性 / 泽菲罗斯,avatars_wiki/dcj_81031.png,https://cdnimg-v2.gamekee.com/images/www/1624698022825_20288396.png,https://www.gamekee.com/dcj/81031.html
dcj,81033,阿提密斯,阿提密斯,五星天子图鉴 / 五星暗属性 / 阿提密斯,avatars_wiki/dcj_81033.png,https://cdnimg.gamekee.com/images/www/1624876779485_80589311.png,https://www.gamekee.com/dcj/81033.html
dcj,81029,蜜卡拉,蜜卡拉,五星天子图鉴 / 五星暗属性 / 蜜卡拉,avatars_wiki/dcj_81029.png,https://cdnimg.gamekee.com/images/www/1624541286003_3064897.png,https://www.gamekee.com/dcj/81029.html
dcj,81026,奥弗伊丝,奥弗伊丝,五星天子图鉴 / 五星暗属性 / 奥弗伊丝,avatars_wiki/dcj_81026.png,https://cdnimg-v2.gamekee.com/images/www/1624433466588_2388402.png,https://www.gamekee.com/dcj/81026.html
dcj,81027,罗宾,罗宾,五星天子图鉴 / 五星暗属性 / 罗宾,avatars_wiki/dcj_81027.png,https://cdnimg-v2.gamekee.com/images/www/1624519072384_1217499.png,https://www.gamekee.com/dcj/81027.html
dcj,81028,雷亚西尔维娅,雷亚西尔维娅,五星天子图鉴 / 五星暗属性 / 雷亚西尔维娅,avatars_wiki/dcj_81028.png,https://cdnimg-v2.gamekee.com/images/www/1624520588828_64651783.png,https://www.gamekee.com/dcj/81028.html
dcj,81023,伊菲斯,伊菲斯,五星天子图鉴 / 五星暗属性 / 伊菲斯,avatars_wiki/dcj_81023.png,https://cdnimg-v2.gamekee.com/images/www/1624377402798_51359601.png,https://www.gamekee.com/dcj/81023.html
dcj,81025,达比,达比,五星天子图鉴 / 五星暗属性 / 达比,avatars_wiki/dcj_81025.png,https://cdnimg-v2.gamekee.com/images/www/1624430832718_410402.png,https://www.gamekee.com/dcj/81025.html
dcj,81024,莱玛,莱玛,五星天子图鉴 / 五星暗属性 / 莱玛,avatars_wiki/dcj_81024.png,https://cdnimg.gamekee.com/wiki2.0/images/w_81/h_82/1164/56174/2022/11/17/792522.png,https://www.gamekee.com/dcj/81024.html
dcj,81021,报丧女妖,报丧女妖,五星天子图鉴 / 五星暗属性 / 报丧女妖,avatars_wiki/dcj_81021.png,https://cdnimg-v2.gamekee.com/images/www/1624373710264_72434524.png,https://www.gamekee.com/dcj/81021.html
dcj,81022,库巴巴,库巴巴,五星天子图鉴 / 五星暗属性 / 库巴巴,avatars_wiki/dcj_81022.png,https://cdnimg-v2.gamekee.com/images/www/1624376576419_37577217.png,https://www.gamekee.com/dcj/81022.html
dcj,81020,摩亚,摩亚,五星天子图鉴 / 五星暗属性 / 摩亚,avatars_wiki/dcj_81020.png,https://cdnimg-v2.gamekee.com/images/www/1624414596155_70854639.png,https://www.gamekee.com/dcj/81020.html
dcj,579078,神秘的土星,神秘的土星,五星天子图鉴 / 五星暗属性 / 神秘的土星,avatars_wiki/dcj_579078.png,https://cdnimg.gamekee.com/wiki2.0/images/w_81/h_86/1164/56174/2022/11/18/182667.png,https://www.gamekee.com/dcj/579078.html
dcj,579170,弥达斯,弥达斯,五星天子图鉴 / 五星暗属性 / 弥达斯,avatars_wiki/dcj_579170.png,https://cdnimg.gamekee.com/wiki2.0/images/w_75/h_74/1164/56174/2022/11/19/43988.png,https://www.gamekee.com/dcj/579170.html
dcj,579076,蒂玛斯,蒂玛斯,五星天子图鉴 / 五星暗属性 / 蒂玛斯,avatars_wiki/dcj_579076.png,https://cdnimg.gamekee.com/wiki2.0/images/w_83/h_80/1164/56174/2022/11/18/538266.png,https://www.gamekee.com/dcj/579076.html
dcj,579086,丽塔,指引的丽塔,五星天子图鉴 / 五星暗属性 / 丽塔,avatars_wiki/dcj_579086.png,https://cdnimg.gamekee.com/wiki2.0/images/w_82/h_80/1164/56174/2022/11/18/834895.png,https://www.gamekee.com/dcj/579086.html
dcj,579171,美杜莎,美杜莎,五星天子图鉴 / 五星暗属性 / 美杜莎,avatars_wiki/dcj_579171.png,https://cdnimg.gamekee.com/wiki2.0/images/w_72/h_73/1164/56174/2022/11/19/338697.png,https://www.gamekee.com/dcj/579171.html
dcj,579084,帕拉斯,帕拉斯,五星天子图鉴 / 五星暗属性 / 帕拉斯,avatars_wiki/dcj_579084.png,https://cdnimg.gamekee.com/wiki2.0/images/w_82/h_83/1164/56174/2022/11/18/41922.png,https://www.gamekee.com/dcj/579084.html
dcj,579175,迪朗达尔,迪朗达尔,五星天子图鉴 / 五星暗属性 / 迪朗达尔,avatars_wiki/dcj_579175.png,https://cdnimg.gamekee.com/wiki2.0/images/w_71/h_74/1164/56174/2022/11/19/582923.png,https://www.gamekee.com/dcj/579175.html
dcj,579177,凯布里,凯布里,五星天子图鉴 / 五星暗属性 / 凯布里,avatars_wiki/dcj_579177.png,https://cdnimg.gamekee.com/wiki2.0/images/w_71/h_75/1164/56174/2022/11/20/966412.png,https://www.gamekee.com/dcj/579177.html
dcj,579178,玛亚特,玛亚特,五星天子图鉴 / 五星暗属性 / 玛亚特,avatars_wiki/dcj_579178.png,https://cdnimg.gamekee.com/wiki2.0/images/w_72/h_75/1164/56174/2022/11/20/280334.png,https://www.gamekee.com/dcj/579178.html
dcj,579176,华尔夫,沃尔夫,五星天子图鉴 / 五星暗属性 / 华尔夫,avatars_wiki/dcj_579176.png,https://cdnimg.gamekee.com/wiki2.0/images/w_73/h_74/1164/56174/2022/11/20/725737.png,https://www.gamekee.com/dcj/579176.html
dcj,80999,弗雷,弗雷,五星天子图鉴 / 五星暗属性 / 弗雷,avatars_wiki/dcj_80999.png,https://cdnimg-v2.gamekee.com/images/www/1624530750986_88291943.png,https://www.gamekee.com/dcj/80999.html
